Spirit airline
time taken: 0.022229433059692383

90	0.26794882147587723
145	0.12803514439678565
200	0.07600310560859273
70	0.06172303632579947
51	0.05326256712128262
264	0.03450544339725011
21	0.032560281739375405
182	0.025320432946904718
156	0.022963210408285892
91	0.02196202121097079
32	0.01982498950220785
65	0.018919196208459374
116	0.01583317099178444
55	0.011577648219152279
17	0.009535492668219486
16	0.006733621641932423
173	0.006662236016975373
188	0.006654280437893882
210	0.003716231857735917
60	0.0015717203294471488
111	0.0013980668224603085
146	0.0013980668224603085
208	0.001250314940791131
190	0.0010292265054169815
4	0.0008720452399415509
281	0.0006734006734006733
247	0.0003571428571428571
189	0.0003413865546218488
68	0.0003017040149393091
209	0.00014297385620915033
234	0.00014297385620915033
134	0.00011337868480725623
3	0.0
213	0.0
229	0.0
194	0.0
237	0.0
